"年収","課税所得 (所得税)","課税所得 (住民税)","年金","健康保険","住民税","所得税","消費税","負担合計","手取り額","年収に占める所得・住民税の百分率"
403,169.8,174.8,37.332,23.215,17.83,8.66,31.596,118.633,315.963,6.573
404,170.6,175.6,37.332,23.215,17.9,8.7,31.685,118.832,316.853,6.584
405,171.4,176.4,37.332,23.215,17.99,8.74,31.772,119.049,317.723,6.6
406,172.2,177.2,37.332,23.215,18.07,8.79,31.859,119.266,318.593,6.616
407,173,178,37.332,23.215,18.15,8.83,31.947,119.474,319.473,6.629
408,173.8,178.8,37.332,23.215,18.23,8.87,32.035,119.682,320.353,6.642
409,174.6,179.6,37.332,23.215,18.31,8.91,32.123,119.89,321.233,6.655
410,175.4,180.4,37.332,23.215,18.39,8.95,32.211,120.098,322.113,6.668
411,176.2,181.2,37.332,23.215,18.47,8.99,32.299,120.306,322.993,6.681
412,177,182,37.332,23.215,18.55,9.03,32.387,120.514,323.873,6.694
413,177.8,182.8,37.332,23.215,18.63,9.07,32.475,120.722,324.753,6.707
414,178.6,183.6,37.332,23.215,18.71,9.11,32.563,120.93,325.633,6.72
415,179.4,184.4,37.332,23.215,18.79,9.15,32.651,121.138,326.513,6.733
416,180.2,185.2,37.332,23.215,18.87,9.19,32.739,121.346,327.393,6.745
417,181,186,37.332,23.215,18.95,9.24,32.826,121.563,328.263,6.76
418,181.8,186.8,37.332,23.215,19.03,9.28,32.914,121.771,329.143,6.773
419,182.6,187.6,37.332,23.215,19.11,9.32,33.002,121.979,330.023,6.785
420,179.8,184.8,39.528,24.581,18.83,9.17,32.789,124.898,327.891,6.667
421,180.6,185.6,39.528,24.581,18.9,9.21,32.878,125.097,328.781,6.677
422,181.4,186.4,39.528,24.581,18.99,9.26,32.964,125.323,329.641,6.694
423,182.2,187.2,39.528,24.581,19.07,9.3,33.052,125.531,330.521,6.707
424,183,188,39.528,24.581,19.15,9.34,33.14,125.739,331.401,6.719
425,183.8,188.8,39.528,24.581,19.23,9.38,33.228,125.947,332.281,6.732
426,184.6,189.6,39.528,24.581,19.31,9.42,33.316,126.155,333.161,6.744
427,185.4,190.4,39.528,24.581,19.39,9.46,33.404,126.363,334.041,6.756
428,186.2,191.2,39.528,24.581,19.47,9.5,33.492,126.571,334.921,6.769
429,187,192,39.528,24.581,19.55,9.54,33.58,126.779,335.801,6.781
430,187.8,192.8,39.528,24.581,19.63,9.58,33.668,126.987,336.681,6.793
431,188.6,193.6,39.528,24.581,19.71,9.62,33.756,127.195,337.561,6.805
432,189.4,194.4,39.528,24.581,19.79,9.66,33.844,127.403,338.441,6.817
433,190.2,195.2,39.528,24.581,19.87,9.7,33.932,127.611,339.321,6.829
434,191,196,39.528,24.581,19.95,9.75,34.019,127.828,340.191,6.843
435,191.8,196.8,39.528,24.581,20.03,9.79,34.107,128.036,341.071,6.855
436,192.6,197.6,39.528,24.581,20.11,9.83,34.195,128.244,341.951,6.867
437,193.4,198.4,39.528,24.581,20.19,9.87,34.283,128.452,342.831,6.879
438,194.2,199.2,39.528,24.581,20.27,9.91,34.371,128.66,343.711,6.89
439,195,200,39.528,24.581,20.35,9.95,34.459,128.868,344.591,6.902
440,195.8,200.8,39.528,24.581,20.43,10.03,34.543,129.112,345.431,6.923
441,196.6,201.6,39.528,24.581,20.51,10.11,34.627,129.356,346.271,6.943
442,197.4,202.4,39.528,24.581,20.59,10.19,34.711,129.6,347.111,6.964
443,198.2,203.2,39.528,24.581,20.67,10.28,34.794,129.853,347.941,6.986
444,195.5,200.5,41.724,25.946,20.4,10,34.593,132.663,345.93,6.847
445,196.3,201.3,41.724,25.946,20.48,10.08,34.677,132.907,346.77,6.867
446,197.1,202.1,41.724,25.946,20.56,10.16,34.761,133.151,347.61,6.888
447,197.9,202.9,41.724,25.946,20.64,10.25,34.844,133.404,348.44,6.911
448,198.7,203.7,41.724,25.946,20.72,10.33,34.928,133.648,349.28,6.931
449,199.5,204.5,41.724,25.946,20.8,10.41,35.012,133.892,350.12,6.951
450,200.3,205.3,41.724,25.946,20.88,10.49,35.096,134.136,350.96,6.971
451,201.1,206.1,41.724,25.946,20.96,10.57,35.18,134.38,351.8,6.991
452,201.9,206.9,41.724,25.946,21.04,10.65,35.264,134.624,352.64,7.011
453,202.7,207.7,41.724,25.946,21.12,10.74,35.347,134.877,353.47,7.033
454,203.5,208.5,41.724,25.946,21.2,10.82,35.431,135.121,354.31,7.053
455,204.3,209.3,41.724,25.946,21.28,10.9,35.515,135.365,355.15,7.073
456,205.1,210.1,41.724,25.946,21.36,10.98,35.599,135.609,355.99,7.092
457,205.9,210.9,41.724,25.946,21.44,11.06,35.683,135.853,356.83,7.112
458,206.7,211.7,41.724,25.946,21.52,11.14,35.767,136.097,357.67,7.131
459,207.5,212.5,41.724,25.946,21.6,11.23,35.85,136.35,358.5,7.153
460,208.3,213.3,41.724,25.946,21.68,11.31,35.934,136.594,359.34,7.172
461,209.1,214.1,41.724,25.946,21.76,11.39,36.018,136.838,360.18,7.191
462,209.9,214.9,41.724,25.946,21.84,11.47,36.102,137.082,361.02,7.21
463,210.7,215.7,41.724,25.946,21.92,11.55,36.186,137.326,361.86,7.229
464,211.5,216.5,41.724,25.946,22,11.63,36.27,137.57,362.7,7.248
465,212.3,217.3,41.724,25.946,22.08,11.72,36.353,137.823,363.53,7.269
466,213.1,218.1,41.724,25.946,22.16,11.8,36.437,138.067,364.37,7.288
467,213.9,218.9,41.724,25.946,22.24,11.88,36.521,138.311,365.21,7.306
468,214.7,219.7,41.724,25.946,22.32,11.96,36.605,138.555,366.05,7.325
469,215.5,220.5,41.724,25.946,22.4,12.04,36.689,138.799,366.89,7.343
470,216.3,221.3,41.724,25.946,22.48,12.12,36.773,139.043,367.73,7.362
471,217.1,222.1,41.724,25.946,22.56,12.21,36.856,139.296,368.56,7.382
472,217.9,222.9,41.724,25.946,22.64,12.29,36.94,139.54,369.4,7.4
473,218.7,223.7,41.724,25.946,22.72,12.37,37.024,139.784,370.24,7.419
474,214.1,219.1,45.018,27.995,22.26,11.9,36.683,143.856,366.827,7.207
475,214.9,219.9,45.018,27.995,22.34,11.98,36.767,144.1,367.667,7.225
476,215.7,220.7,45.018,27.995,22.42,12.06,36.851,144.344,368.507,7.244
477,216.5,221.5,45.018,27.995,22.5,12.14,36.935,144.588,369.347,7.262
478,217.3,222.3,45.018,27.995,22.58,12.23,37.018,144.841,370.177,7.282
479,218.1,223.1,45.018,27.995,22.66,12.31,37.102,145.085,371.017,7.301
480,218.9,223.9,45.018,27.995,22.74,12.39,37.186,145.329,371.857,7.319
481,219.7,224.7,45.018,27.995,22.82,12.47,37.27,145.573,372.697,7.337
482,220.5,225.5,45.018,27.995,22.9,12.55,37.354,145.817,373.537,7.355
483,221.3,226.3,45.018,27.995,22.98,12.63,37.438,146.061,374.377,7.373
484,222.1,227.1,45.018,27.995,23.06,12.72,37.521,146.314,375.207,7.393
485,222.9,227.9,45.018,27.995,23.14,12.8,37.605,146.558,376.047,7.41
486,223.7,228.7,45.018,27.995,23.22,12.88,37.689,146.802,376.887,7.428
487,224.5,229.5,45.018,27.995,23.3,12.96,37.773,147.046,377.727,7.446
488,225.3,230.3,45.018,27.995,23.38,13.04,37.857,147.29,378.567,7.463
489,226.1,231.1,45.018,27.995,23.46,13.13,37.94,147.543,379.397,7.483
490,226.9,231.9,45.018,27.995,23.54,13.21,38.024,147.787,380.237,7.5
491,227.7,232.7,45.018,27.995,23.62,13.29,38.108,148.031,381.077,7.517
492,228.5,233.5,45.018,27.995,23.7,13.37,38.192,148.275,381.917,7.535
493,229.3,234.3,45.018,27.995,23.78,13.45,38.276,148.519,382.757,7.552
494,230.1,235.1,45.018,27.995,23.86,13.53,38.36,148.763,383.597,7.569
495,230.9,235.9,45.018,27.995,23.94,13.62,38.443,149.016,384.427,7.588
496,231.7,236.7,45.018,27.995,24.02,13.7,38.527,149.26,385.267,7.605
497,232.5,237.5,45.018,27.995,24.1,13.78,38.611,149.504,386.107,7.622
498,233.3,238.3,45.018,27.995,24.18,13.86,38.695,149.748,386.947,7.639
499,234.1,239.1,45.018,27.995,24.26,13.94,38.779,149.992,387.787,7.655
500,234.9,239.9,45.018,27.995,24.34,14.02,38.863,150.236,388.627,7.672
501,235.7,240.7,45.018,27.995,24.42,14.11,38.946,150.489,389.457,7.691
502,236.5,241.5,45.018,27.995,24.5,14.19,39.03,150.733,390.297,7.707
503,237.3,242.3,45.018,27.995,24.58,14.27,39.114,150.977,391.137,7.724
504,238.1,243.1,45.018,27.995,24.66,14.35,39.198,151.221,391.977,7.74
505,238.9,243.9,45.018,27.995,24.74,14.43,39.282,151.465,392.817,7.756
506,239.7,244.7,45.018,27.995,24.82,14.51,39.366,151.709,393.657,7.773
507,240.5,245.5,45.018,27.995,24.9,14.6,39.449,151.962,394.487,7.791
508,241.3,246.3,45.018,27.995,24.98,14.68,39.533,152.206,395.327,7.807
509,242.1,247.1,45.018,27.995,25.06,14.76,39.617,152.45,396.167,7.823
510,237.6,242.6,48.312,30.043,24.61,14.3,39.273,156.539,392.735,7.629
511,238.4,243.4,48.312,30.043,24.69,14.38,39.357,156.783,393.575,7.646
512,239.2,244.2,48.312,30.043,24.77,14.46,39.441,157.027,394.415,7.662
513,240,245,48.312,30.043,24.85,14.54,39.525,157.271,395.255,7.678
514,240.8,245.8,48.312,30.043,24.93,14.63,39.608,157.524,396.085,7.696
515,241.6,246.6,48.312,30.043,25.01,14.71,39.692,157.768,396.925,7.713
516,242.4,247.4,48.312,30.043,25.09,14.79,39.776,158.012,397.765,7.729
517,243.2,248.2,48.312,30.043,25.17,14.87,39.86,158.256,398.605,7.745
518,244,249,48.312,30.043,25.25,14.95,39.944,158.5,399.445,7.761
519,244.8,249.8,48.312,30.043,25.33,15.03,40.028,158.744,400.285,7.776
520,245.6,250.6,48.312,30.043,25.41,15.12,40.111,158.997,401.115,7.794
521,246.4,251.4,48.312,30.043,25.49,15.2,40.195,159.241,401.955,7.81
522,247.2,252.2,48.312,30.043,25.57,15.28,40.279,159.485,402.795,7.826
523,248,253,48.312,30.043,25.65,15.36,40.363,159.729,403.635,7.841
524,248.8,253.8,48.312,30.043,25.73,15.44,40.447,159.973,404.475,7.857
525,249.6,254.6,48.312,30.043,25.81,15.52,40.531,160.217,405.315,7.872
526,250.4,255.4,48.312,30.043,25.89,15.61,40.614,160.47,406.145,7.89
527,251.2,256.2,48.312,30.043,25.97,15.69,40.698,160.714,406.985,7.905
528,252,257,48.312,30.043,26.05,15.77,40.782,160.958,407.825,7.92
529,252.8,257.8,48.312,30.043,26.13,15.85,40.866,161.202,408.665,7.936
530,253.6,258.6,48.312,30.043,26.21,15.93,40.95,161.446,409.505,7.951
531,254.4,259.4,48.312,30.043,26.29,16.01,41.034,161.69,410.345,7.966
532,255.2,260.2,48.312,30.043,26.37,16.1,41.117,161.943,411.175,7.983
533,256,261,48.312,30.043,26.45,16.18,41.201,162.187,412.015,7.998
534,256.8,261.8,48.312,30.043,26.53,16.26,41.285,162.431,412.855,8.013
535,257.6,262.6,48.312,30.043,26.61,16.34,41.369,162.675,413.695,8.028
536,258.4,263.4,48.312,30.043,26.69,16.42,41.453,162.919,414.535,8.043
537,259.2,264.2,48.312,30.043,26.77,16.5,41.537,163.163,415.375,8.058
538,260,265,48.312,30.043,26.85,16.59,41.62,163.416,416.205,8.074
539,260.8,265.8,48.312,30.043,26.93,16.67,41.704,163.66,417.045,8.089
540,261.6,266.6,48.312,30.043,27.01,16.75,41.788,163.904,417.885,8.104
541,262.4,267.4,48.312,30.043,27.09,16.83,41.872,164.148,418.725,8.118
542,263.2,268.2,48.312,30.043,27.17,16.91,41.956,164.392,419.565,8.133
543,264,269,48.312,30.043,27.25,16.99,42.04,164.636,420.405,8.147
