Pref,Class,Monthly,Lower,Upper,保険料_介護保険2号非該当_全額,保険料_介護保険2号非該当_折半額,保険料_介護保険2号該当_全額,保険料_介護保険2号該当_折半額
佐賀,25,360000,350000,370000,37512,18756,43272,21636
佐賀,26,380000,370000,395000,39596,19798,45676,22838
佐賀,27,410000,395000,425000,42722,21361,49282,24641
佐賀,28,440000,425000,455000,45848,22924,52888,26444
佐賀,29,470000,455000,485000,48974,24487,56494,28247
佐賀,30,500000,485000,515000,52100,26050,60100,30050
佐賀,31,530000,515000,545000,55226,27613,63706,31853
佐賀,32,560000,545000,575000,58352,29176,67312,33656
佐賀,33,590000,575000,605000,61478,30739,70918,35459
佐賀,34,620000,605000,635000,64604,32302,74524,37262
佐賀,35,650000,635000,665000,67730,33865,78130,39065
佐賀,36,680000,665000,695000,70856,35428,81736,40868
佐賀,37,710000,695000,730000,73982,36991,85342,42671
佐賀,38,750000,730000,770000,78150,39075,90150,45075
佐賀,39,790000,770000,810000,82318,41159,94958,47479
佐賀,40,830000,810000,855000,86486,43243,99766,49883
佐賀,41,880000,855000,905000,91696,45848,105776,52888
佐賀,42,930000,905000,955000,96906,48453,111786,55893
佐賀,43,980000,955000,1005000,102116,51058,117796,58898
佐賀,44,1030000,1005000,1055000,107326,53663,123806,61903
佐賀,45,1090000,1055000,1115000,113578,56789,131018,65509
佐賀,46,1150000,1115000,1175000,119830,59915,138230,69115
佐賀,47,1210000,1175000,1235000,126082,63041,145442,72721
佐賀,48,1270000,1235000,1295000,132334,66167,152654,76327
佐賀,49,1330000,1295000,1355000,138586,69293,159866,79933
佐賀,50,1390000,1355000,NA,144838,72419,167078,83539
長崎,1,58000,NA,63000,5899,2949,6827,3413
長崎,2,68000,63000,73000,6916,3458,8004,4002
長崎,3,78000,73000,83000,7933,3966,9181,4590
長崎,4,88000,83000,93000,8950,4475,10358,5179
長崎,5,98000,93000,101000,9967,4983,11535,5767
長崎,6,104000,101000,107000,10577,5288,12241,6120
長崎,7,110000,107000,114000,11187,5594,12947,6474
長崎,8,118000,114000,122000,12001,6000,13889,6944
長崎,9,126000,122000,130000,12814,6407,14830,7415
長崎,10,134000,130000,138000,13628,6814,15772,7886
長崎,11,142000,138000,146000,14441,7221,16713,8357
長崎,12,150000,146000,155000,15255,7628,17655,8828
長崎,13,160000,155000,165000,16272,8136,18832,9416
長崎,14,170000,165000,175000,17289,8644,20009,10004
長崎,15,180000,175000,185000,18306,9153,21186,10593
長崎,16,190000,185000,195000,19323,9662,22363,11182
長崎,17,200000,195000,210000,20340,10170,23540,11770
長崎,18,220000,210000,230000,22374,11187,25894,12947
長崎,19,240000,230000,250000,24408,12204,28248,14124
長崎,20,260000,250000,270000,26442,13221,30602,15301
長崎,21,280000,270000,290000,28476,14238,32956,16478
長崎,22,300000,290000,310000,30510,15255,35310,17655
長崎,23,320000,310000,330000,32544,16272,37664,18832
長崎,24,340000,330000,350000,34578,17289,40018,20009
長崎,25,360000,350000,370000,36612,18306,42372,21186
長崎,26,380000,370000,395000,38646,19323,44726,22363
長崎,27,410000,395000,425000,41697,20848,48257,24128
長崎,28,440000,425000,455000,44748,22374,51788,25894
長崎,29,470000,455000,485000,47799,23900,55319,27660
長崎,30,500000,485000,515000,50850,25425,58850,29425
長崎,31,530000,515000,545000,53901,26950,62381,31190
長崎,32,560000,545000,575000,56952,28476,65912,32956
長崎,33,590000,575000,605000,60003,30002,69443,34722
長崎,34,620000,605000,635000,63054,31527,72974,36487
長崎,35,650000,635000,665000,66105,33052,76505,38252
長崎,36,680000,665000,695000,69156,34578,80036,40018
長崎,37,710000,695000,730000,72207,36104,83567,41784
長崎,38,750000,730000,770000,76275,38138,88275,44138
長崎,39,790000,770000,810000,80343,40172,92983,46492
長崎,40,830000,810000,855000,84411,42206,97691,48846
長崎,41,880000,855000,905000,89496,44748,103576,51788
長崎,42,930000,905000,955000,94581,47290,109461,54730
長崎,43,980000,955000,1005000,99666,49833,115346,57673
長崎,44,1030000,1005000,1055000,104751,52376,121231,60616
長崎,45,1090000,1055000,1115000,110853,55426,128293,64146
長崎,46,1150000,1115000,1175000,116955,58478,135355,67678
長崎,47,1210000,1175000,1235000,123057,61528,142417,71208
長崎,48,1270000,1235000,1295000,129159,64580,149479,74740
長崎,49,1330000,1295000,1355000,135261,67630,156541,78270
長崎,50,1390000,1355000,NA,141363,70682,163603,81802
熊本,1,58000,NA,63000,5974,2987,6902,3451
熊本,2,68000,63000,73000,7004,3502,8092,4046
熊本,3,78000,73000,83000,8034,4017,9282,4641
熊本,4,88000,83000,93000,9064,4532,10472,5236
熊本,5,98000,93000,101000,10094,5047,11662,5831
熊本,6,104000,101000,107000,10712,5356,12376,6188
熊本,7,110000,107000,114000,11330,5665,13090,6545
熊本,8,118000,114000,122000,12154,6077,14042,7021
熊本,9,126000,122000,130000,12978,6489,14994,7497
熊本,10,134000,130000,138000,13802,6901,15946,7973
熊本,11,142000,138000,146000,14626,7313,16898,8449
熊本,12,150000,146000,155000,15450,7725,17850,8925
熊本,13,160000,155000,165000,16480,8240,19040,9520
熊本,14,170000,165000,175000,17510,8755,20230,10115
熊本,15,180000,175000,185000,18540,9270,21420,10710
熊本,16,190000,185000,195000,19570,9785,22610,11305
熊本,17,200000,195000,210000,20600,10300,23800,11900
熊本,18,220000,210000,230000,22660,11330,26180,13090
熊本,19,240000,230000,250000,24720,12360,28560,14280
熊本,20,260000,250000,270000,26780,13390,30940,15470
熊本,21,280000,270000,290000,28840,14420,33320,16660
熊本,22,300000,290000,310000,30900,15450,35700,17850
熊本,23,320000,310000,330000,32960,16480,38080,19040
熊本,24,340000,330000,350000,35020,17510,40460,20230
熊本,25,360000,350000,370000,37080,18540,42840,21420
熊本,26,380000,370000,395000,39140,19570,45220,22610
熊本,27,410000,395000,425000,42230,21115,48790,24395
熊本,28,440000,425000,455000,45320,22660,52360,26180
熊本,29,470000,455000,485000,48410,24205,55930,27965
熊本,30,500000,485000,515000,51500,25750,59500,29750
熊本,31,530000,515000,545000,54590,27295,63070,31535
熊本,32,560000,545000,575000,57680,28840,66640,33320
熊本,33,590000,575000,605000,60770,30385,70210,35105
熊本,34,620000,605000,635000,63860,31930,73780,36890
熊本,35,650000,635000,665000,66950,33475,77350,38675
熊本,36,680000,665000,695000,70040,35020,80920,40460
熊本,37,710000,695000,730000,73130,36565,84490,42245
熊本,38,750000,730000,770000,77250,38625,89250,44625
熊本,39,790000,770000,810000,81370,40685,94010,47005
熊本,40,830000,810000,855000,85490,42745,98770,49385
熊本,41,880000,855000,905000,90640,45320,104720,52360
熊本,42,930000,905000,955000,95790,47895,110670,55335
熊本,43,980000,955000,1005000,100940,50470,116620,58310
熊本,44,1030000,1005000,1055000,106090,53045,122570,61285
熊本,45,1090000,1055000,1115000,112270,56135,129710,64855
熊本,46,1150000,1115000,1175000,118450,59225,136850,68425
熊本,47,1210000,1175000,1235000,124630,62315,143990,71995
熊本,48,1270000,1235000,1295000,130810,65405,151130,75565
熊本,49,1330000,1295000,1355000,136990,68495,158270,79135
熊本,50,1390000,1355000,NA,143170,71585,165410,82705
大分,1,58000,NA,63000,5945,2972,6873,3436
大分,2,68000,63000,73000,6970,3485,8058,4029
大分,3,78000,73000,83000,7995,3997,9243,4622
大分,4,88000,83000,93000,9020,4510,10428,5214
大分,5,98000,93000,101000,10045,5022,11613,5806
大分,6,104000,101000,107000,10660,5330,12324,6162
大分,7,110000,107000,114000,11275,5638,13035,6518
大分,8,118000,114000,122000,12095,6048,13983,6992
大分,9,126000,122000,130000,12915,6458,14931,7466
大分,10,134000,130000,138000,13735,6868,15879,7940
大分,11,142000,138000,146000,14555,7278,16827,8414
大分,12,150000,146000,155000,15375,7687,17775,8888
大分,13,160000,155000,165000,16400,8200,18960,9480
大分,14,170000,165000,175000,17425,8712,20145,10072
大分,15,180000,175000,185000,18450,9225,21330,10665
大分,16,190000,185000,195000,19475,9738,22515,11258
大分,17,200000,195000,210000,20500,10250,23700,11850
大分,18,220000,210000,230000,22550,11275,26070,13035
大分,19,240000,230000,250000,24600,12300,28440,14220
大分,20,260000,250000,270000,26650,13325,30810,15405
大分,21,280000,270000,290000,28700,14350,33180,16590
大分,22,300000,290000,310000,30750,15375,35550,17775
大分,23,320000,310000,330000,32800,16400,37920,18960
大分,24,340000,330000,350000,34850,17425,40290,20145
大分,25,360000,350000,370000,36900,18450,42660,21330
大分,26,380000,370000,395000,38950,19475,45030,22515
大分,27,410000,395000,425000,42025,21012,48585,24292
大分,28,440000,425000,455000,45100,22550,52140,26070
大分,29,470000,455000,485000,48175,24088,55695,27848
大分,30,500000,485000,515000,51250,25625,59250,29625
大分,31,530000,515000,545000,54325,27162,62805,31402
大分,32,560000,545000,575000,57400,28700,66360,33180
大分,33,590000,575000,605000,60475,30238,69915,34958
大分,34,620000,605000,635000,63550,31775,73470,36735
大分,35,650000,635000,665000,66625,33312,77025,38512
大分,36,680000,665000,695000,69700,34850,80580,40290
大分,37,710000,695000,730000,72775,36388,84135,42068
大分,38,750000,730000,770000,76875,38438,88875,44438
大分,39,790000,770000,810000,80975,40488,93615,46808
大分,40,830000,810000,855000,85075,42538,98355,49178
大分,41,880000,855000,905000,90200,45100,104280,52140
大分,42,930000,905000,955000,95325,47662,110205,55102
大分,43,980000,955000,1005000,100450,50225,116130,58065
大分,44,1030000,1005000,1055000,105575,52788,122055,61028
大分,45,1090000,1055000,1115000,111725,55862,129165,64582
大分,46,1150000,1115000,1175000,117875,58938,136275,68138
大分,47,1210000,1175000,1235000,124025,62012,143385,71692
大分,48,1270000,1235000,1295000,130175,65087,150495,75248
大分,49,1330000,1295000,1355000,136325,68162,157605,78802
大分,50,1390000,1355000,NA,142475,71238,164715,82358
宮崎,1,58000,NA,63000,5713,2856,6641,3320
宮崎,2,68000,63000,73000,6698,3349,7786,3893
宮崎,3,78000,73000,83000,7683,3841,8931,4466
宮崎,4,88000,83000,93000,8668,4334,10076,5038
宮崎,5,98000,93000,101000,9653,4826,11221,5610
宮崎,6,104000,101000,107000,10244,5122,11908,5954
宮崎,7,110000,107000,114000,10835,5417,12595,6297
宮崎,8,118000,114000,122000,11623,5811,13511,6755
宮崎,9,126000,122000,130000,12411,6205,14427,7213
宮崎,10,134000,130000,138000,13199,6599,15343,7671
宮崎,11,142000,138000,146000,13987,6993,16259,8129
宮崎,12,150000,146000,155000,14775,7387,17175,8588
宮崎,13,160000,155000,165000,15760,7880,18320,9160
宮崎,14,170000,165000,175000,16745,8372,19465,9732
宮崎,15,180000,175000,185000,17730,8865,20610,10305
宮崎,16,190000,185000,195000,18715,9357,21755,10878
宮崎,17,200000,195000,210000,19700,9850,22900,11450
宮崎,18,220000,210000,230000,21670,10835,25190,12595
宮崎,19,240000,230000,250000,23640,11820,27480,13740
宮崎,20,260000,250000,270000,25610,12805,29770,14885
宮崎,21,280000,270000,290000,27580,13790,32060,16030
宮崎,22,300000,290000,310000,29550,14775,34350,17175
宮崎,23,320000,310000,330000,31520,15760,36640,18320
宮崎,24,340000,330000,350000,33490,16745,38930,19465
宮崎,25,360000,350000,370000,35460,17730,41220,20610
宮崎,26,380000,370000,395000,37430,18715,43510,21755
宮崎,27,410000,395000,425000,40385,20192,46945,23472
宮崎,28,440000,425000,455000,43340,21670,50380,25190
宮崎,29,470000,455000,485000,46295,23147,53815,26907
宮崎,30,500000,485000,515000,49250,24625,57250,28625
宮崎,31,530000,515000,545000,52205,26102,60685,30342
宮崎,32,560000,545000,575000,55160,27580,64120,32060
宮崎,33,590000,575000,605000,58115,29057,67555,33778
宮崎,34,620000,605000,635000,61070,30535,70990,35495
宮崎,35,650000,635000,665000,64025,32012,74425,37212
宮崎,36,680000,665000,695000,66980,33490,77860,38930
宮崎,37,710000,695000,730000,69935,34968,81295,40648
宮崎,38,750000,730000,770000,73875,36938,85875,42938
宮崎,39,790000,770000,810000,77815,38907,90455,45227
宮崎,40,830000,810000,855000,81755,40877,95035,47517
宮崎,41,880000,855000,905000,86680,43340,100760,50380
宮崎,42,930000,905000,955000,91605,45802,106485,53242
宮崎,43,980000,955000,1005000,96530,48265,112210,56105
宮崎,44,1030000,1005000,1055000,101455,50727,117935,58967
宮崎,45,1090000,1055000,1115000,107365,53682,124805,62402
宮崎,46,1150000,1115000,1175000,113275,56637,131675,65838
宮崎,47,1210000,1175000,1235000,119185,59592,138545,69272
宮崎,48,1270000,1235000,1295000,125095,62547,145415,72708
宮崎,49,1330000,1295000,1355000,131005,65502,152285,76142
宮崎,50,1390000,1355000,NA,136915,68458,159155,79578
鹿児島,1,58000,NA,63000,5875,2938,6803,3402
鹿児島,2,68000,63000,73000,6888,3444,7976,3988
鹿児島,3,78000,73000,83000,7901,3951,9149,4575
鹿児島,4,88000,83000,93000,8914,4457,10322,5161
鹿児島,5,98000,93000,101000,9927,4964,11495,5748
鹿児島,6,104000,101000,107000,10535,5268,12199,6100
鹿児島,7,110000,107000,114000,11143,5572,12903,6452
鹿児島,8,118000,114000,122000,11953,5977,13841,6921
鹿児島,9,126000,122000,130000,12764,6382,14780,7390
鹿児島,10,134000,130000,138000,13574,6787,15718,7859
鹿児島,11,142000,138000,146000,14385,7192,16657,8328
鹿児島,12,150000,146000,155000,15195,7598,17595,8798
鹿児島,13,160000,155000,165000,16208,8104,18768,9384
鹿児島,14,170000,165000,175000,17221,8610,19941,9970
鹿児島,15,180000,175000,185000,18234,9117,21114,10557
鹿児島,16,190000,185000,195000,19247,9624,22287,11144
鹿児島,17,200000,195000,210000,20260,10130,23460,11730
鹿児島,18,220000,210000,230000,22286,11143,25806,12903
鹿児島,19,240000,230000,250000,24312,12156,28152,14076
鹿児島,20,260000,250000,270000,26338,13169,30498,15249
鹿児島,21,280000,270000,290000,28364,14182,32844,16422
鹿児島,22,300000,290000,310000,30390,15195,35190,17595
鹿児島,23,320000,310000,330000,32416,16208,37536,18768
鹿児島,24,340000,330000,350000,34442,17221,39882,19941
鹿児島,25,360000,350000,370000,36468,18234,42228,21114
鹿児島,26,380000,370000,395000,38494,19247,44574,22287
鹿児島,27,410000,395000,425000,41533,20766,48093,24046
鹿児島,28,440000,425000,455000,44572,22286,51612,25806
鹿児島,29,470000,455000,485000,47611,23806,55131,27566
鹿児島,30,500000,485000,515000,50650,25325,58650,29325
鹿児島,31,530000,515000,545000,53689,26844,62169,31084
鹿児島,32,560000,545000,575000,56728,28364,65688,32844
鹿児島,33,590000,575000,605000,59767,29884,69207,34604
鹿児島,34,620000,605000,635000,62806,31403,72726,36363
鹿児島,35,650000,635000,665000,65845,32922,76245,38122
鹿児島,36,680000,665000,695000,68884,34442,79764,39882
鹿児島,37,710000,695000,730000,71923,35962,83283,41642
鹿児島,38,750000,730000,770000,75975,37988,87975,43988
鹿児島,39,790000,770000,810000,80027,40014,92667,46334
鹿児島,40,830000,810000,855000,84079,42040,97359,48680
鹿児島,41,880000,855000,905000,89144,44572,103224,51612
鹿児島,42,930000,905000,955000,94209,47104,109089,54544
鹿児島,43,980000,955000,1005000,99274,49637,114954,57477
鹿児島,44,1030000,1005000,1055000,104339,52170,120819,60410
鹿児島,45,1090000,1055000,1115000,110417,55208,127857,63928
鹿児島,46,1150000,1115000,1175000,116495,58248,134895,67448
鹿児島,47,1210000,1175000,1235000,122573,61286,141933,70966
鹿児島,48,1270000,1235000,1295000,128651,64326,148971,74486
鹿児島,49,1330000,1295000,1355000,134729,67364,156009,78004
鹿児島,50,1390000,1355000,NA,140807,70404,163047,81524
沖縄,1,58000,NA,63000,5522,2761,6450,3225
沖縄,2,68000,63000,73000,6474,3237,7562,3781
沖縄,3,78000,73000,83000,7426,3713,8674,4337
沖縄,4,88000,83000,93000,8378,4189,9786,4893
沖縄,5,98000,93000,101000,9330,4665,10898,5449
沖縄,6,104000,101000,107000,9901,4950,11565,5782
沖縄,7,110000,107000,114000,10472,5236,12232,6116
沖縄,8,118000,114000,122000,11234,5617,13122,6561
沖縄,9,126000,122000,130000,11995,5998,14011,7006
沖縄,10,134000,130000,138000,12757,6378,14901,7450
沖縄,11,142000,138000,146000,13518,6759,15790,7895
沖縄,12,150000,146000,155000,14280,7140,16680,8340
沖縄,13,160000,155000,165000,15232,7616,17792,8896
沖縄,14,170000,165000,175000,16184,8092,18904,9452
沖縄,15,180000,175000,185000,17136,8568,20016,10008
沖縄,16,190000,185000,195000,18088,9044,21128,10564
沖縄,17,200000,195000,210000,19040,9520,22240,11120
沖縄,18,220000,210000,230000,20944,10472,24464,12232
沖縄,19,240000,230000,250000,22848,11424,26688,13344
沖縄,20,260000,250000,270000,24752,12376,28912,14456
沖縄,21,280000,270000,290000,26656,13328,31136,15568
沖縄,22,300000,290000,310000,28560,14280,33360,16680
沖縄,23,320000,310000,330000,30464,15232,35584,17792
沖縄,24,340000,330000,350000,32368,16184,37808,18904
沖縄,25,360000,350000,370000,34272,17136,40032,20016
沖縄,26,380000,370000,395000,36176,18088,42256,21128
沖縄,27,410000,395000,425000,39032,19516,45592,22796
沖縄,28,440000,425000,455000,41888,20944,48928,24464
沖縄,29,470000,455000,485000,44744,22372,52264,26132
沖縄,30,500000,485000,515000,47600,23800,55600,27800
沖縄,31,530000,515000,545000,50456,25228,58936,29468
沖縄,32,560000,545000,575000,53312,26656,62272,31136
沖縄,33,590000,575000,605000,56168,28084,65608,32804
沖縄,34,620000,605000,635000,59024,29512,68944,34472
沖縄,35,650000,635000,665000,61880,30940,72280,36140
沖縄,36,680000,665000,695000,64736,32368,75616,37808
沖縄,37,710000,695000,730000,67592,33796,78952,39476
沖縄,38,750000,730000,770000,71400,35700,83400,41700
沖縄,39,790000,770000,810000,75208,37604,87848,43924
沖縄,40,830000,810000,855000,79016,39508,92296,46148
沖縄,41,880000,855000,905000,83776,41888,97856,48928
沖縄,42,930000,905000,955000,88536,44268,103416,51708
沖縄,43,980000,955000,1005000,93296,46648,108976,54488
沖縄,44,1030000,1005000,1055000,98056,49028,114536,57268
沖縄,45,1090000,1055000,1115000,103768,51884,121208,60604
沖縄,46,1150000,1115000,1175000,109480,54740,127880,63940
沖縄,47,1210000,1175000,1235000,115192,57596,134552,67276
沖縄,48,1270000,1235000,1295000,120904,60452,141224,70612
沖縄,49,1330000,1295000,1355000,126616,63308,147896,73948
沖縄,50,1390000,1355000,NA,132328,66164,154568,77284
