Pref,Class,Monthly,Lower,Upper,保険料_介護保険2号非該当_全額,保険料_介護保険2号非該当_折半額,保険料_介護保険2号該当_全額,保険料_介護保険2号該当_折半額
岐阜,10,134000,130000,138000,13279,6640,15423,7712
岐阜,11,142000,138000,146000,14072,7036,16344,8172
岐阜,12,150000,146000,155000,14865,7433,17265,8632
岐阜,13,160000,155000,165000,15856,7928,18416,9208
岐阜,14,170000,165000,175000,16847,8424,19567,9784
岐阜,15,180000,175000,185000,17838,8919,20718,10359
岐阜,16,190000,185000,195000,18829,9414,21869,10934
岐阜,17,200000,195000,210000,19820,9910,23020,11510
岐阜,18,220000,210000,230000,21802,10901,25322,12661
岐阜,19,240000,230000,250000,23784,11892,27624,13812
岐阜,20,260000,250000,270000,25766,12883,29926,14963
岐阜,21,280000,270000,290000,27748,13874,32228,16114
岐阜,22,300000,290000,310000,29730,14865,34530,17265
岐阜,23,320000,310000,330000,31712,15856,36832,18416
岐阜,24,340000,330000,350000,33694,16847,39134,19567
岐阜,25,360000,350000,370000,35676,17838,41436,20718
岐阜,26,380000,370000,395000,37658,18829,43738,21869
岐阜,27,410000,395000,425000,40631,20316,47191,23596
岐阜,28,440000,425000,455000,43604,21802,50644,25322
岐阜,29,470000,455000,485000,46577,23288,54097,27049
岐阜,30,500000,485000,515000,49550,24775,57550,28775
岐阜,31,530000,515000,545000,52523,26262,61003,30502
岐阜,32,560000,545000,575000,55496,27748,64456,32228
岐阜,33,590000,575000,605000,58469,29235,67909,33954
岐阜,34,620000,605000,635000,61442,30721,71362,35681
岐阜,35,650000,635000,665000,64415,32208,74815,37408
岐阜,36,680000,665000,695000,67388,33694,78268,39134
岐阜,37,710000,695000,730000,70361,35180,81721,40860
岐阜,38,750000,730000,770000,74325,37162,86325,43162
岐阜,39,790000,770000,810000,78289,39144,90929,45464
岐阜,40,830000,810000,855000,82253,41126,95533,47766
岐阜,41,880000,855000,905000,87208,43604,101288,50644
岐阜,42,930000,905000,955000,92163,46082,107043,53522
岐阜,43,980000,955000,1005000,97118,48559,112798,56399
岐阜,44,1030000,1005000,1055000,102073,51037,118553,59277
岐阜,45,1090000,1055000,1115000,108019,54010,125459,62730
岐阜,46,1150000,1115000,1175000,113965,56983,132365,66182
岐阜,47,1210000,1175000,1235000,119911,59956,139271,69636
岐阜,48,1270000,1235000,1295000,125857,62929,146177,73088
岐阜,49,1330000,1295000,1355000,131803,65902,153083,76542
岐阜,50,1390000,1355000,NA,137749,68874,159989,79994
静岡,1,58000,NA,63000,5713,2856,6641,3320
静岡,2,68000,63000,73000,6698,3349,7786,3893
静岡,3,78000,73000,83000,7683,3841,8931,4466
静岡,4,88000,83000,93000,8668,4334,10076,5038
静岡,5,98000,93000,101000,9653,4826,11221,5610
静岡,6,104000,101000,107000,10244,5122,11908,5954
静岡,7,110000,107000,114000,10835,5417,12595,6297
静岡,8,118000,114000,122000,11623,5811,13511,6755
静岡,9,126000,122000,130000,12411,6205,14427,7213
静岡,10,134000,130000,138000,13199,6599,15343,7671
静岡,11,142000,138000,146000,13987,6993,16259,8129
静岡,12,150000,146000,155000,14775,7387,17175,8588
静岡,13,160000,155000,165000,15760,7880,18320,9160
静岡,14,170000,165000,175000,16745,8372,19465,9732
静岡,15,180000,175000,185000,17730,8865,20610,10305
静岡,16,190000,185000,195000,18715,9357,21755,10878
静岡,17,200000,195000,210000,19700,9850,22900,11450
静岡,18,220000,210000,230000,21670,10835,25190,12595
静岡,19,240000,230000,250000,23640,11820,27480,13740
静岡,20,260000,250000,270000,25610,12805,29770,14885
静岡,21,280000,270000,290000,27580,13790,32060,16030
静岡,22,300000,290000,310000,29550,14775,34350,17175
静岡,23,320000,310000,330000,31520,15760,36640,18320
静岡,24,340000,330000,350000,33490,16745,38930,19465
静岡,25,360000,350000,370000,35460,17730,41220,20610
静岡,26,380000,370000,395000,37430,18715,43510,21755
静岡,27,410000,395000,425000,40385,20192,46945,23472
静岡,28,440000,425000,455000,43340,21670,50380,25190
静岡,29,470000,455000,485000,46295,23147,53815,26907
静岡,30,500000,485000,515000,49250,24625,57250,28625
静岡,31,530000,515000,545000,52205,26102,60685,30342
静岡,32,560000,545000,575000,55160,27580,64120,32060
静岡,33,590000,575000,605000,58115,29057,67555,33778
静岡,34,620000,605000,635000,61070,30535,70990,35495
静岡,35,650000,635000,665000,64025,32012,74425,37212
静岡,36,680000,665000,695000,66980,33490,77860,38930
静岡,37,710000,695000,730000,69935,34968,81295,40648
静岡,38,750000,730000,770000,73875,36938,85875,42938
静岡,39,790000,770000,810000,77815,38907,90455,45227
静岡,40,830000,810000,855000,81755,40877,95035,47517
静岡,41,880000,855000,905000,86680,43340,100760,50380
静岡,42,930000,905000,955000,91605,45802,106485,53242
静岡,43,980000,955000,1005000,96530,48265,112210,56105
静岡,44,1030000,1005000,1055000,101455,50727,117935,58967
静岡,45,1090000,1055000,1115000,107365,53682,124805,62402
静岡,46,1150000,1115000,1175000,113275,56637,131675,65838
静岡,47,1210000,1175000,1235000,119185,59592,138545,69272
静岡,48,1270000,1235000,1295000,125095,62547,145415,72708
静岡,49,1330000,1295000,1355000,131005,65502,152285,76142
静岡,50,1390000,1355000,NA,136915,68458,159155,79578
愛知,1,58000,NA,63000,5812,2906,6740,3370
愛知,2,68000,63000,73000,6814,3407,7902,3951
愛知,3,78000,73000,83000,7816,3908,9064,4532
愛知,4,88000,83000,93000,8818,4409,10226,5113
愛知,5,98000,93000,101000,9820,4910,11388,5694
愛知,6,104000,101000,107000,10421,5210,12085,6042
愛知,7,110000,107000,114000,11022,5511,12782,6391
愛知,8,118000,114000,122000,11824,5912,13712,6856
愛知,9,126000,122000,130000,12625,6313,14641,7321
愛知,10,134000,130000,138000,13427,6713,15571,7785
愛知,11,142000,138000,146000,14228,7114,16500,8250
愛知,12,150000,146000,155000,15030,7515,17430,8715
愛知,13,160000,155000,165000,16032,8016,18592,9296
愛知,14,170000,165000,175000,17034,8517,19754,9877
愛知,15,180000,175000,185000,18036,9018,20916,10458
愛知,16,190000,185000,195000,19038,9519,22078,11039
愛知,17,200000,195000,210000,20040,10020,23240,11620
愛知,18,220000,210000,230000,22044,11022,25564,12782
愛知,19,240000,230000,250000,24048,12024,27888,13944
愛知,20,260000,250000,270000,26052,13026,30212,15106
愛知,21,280000,270000,290000,28056,14028,32536,16268
愛知,22,300000,290000,310000,30060,15030,34860,17430
愛知,23,320000,310000,330000,32064,16032,37184,18592
愛知,24,340000,330000,350000,34068,17034,39508,19754
愛知,25,360000,350000,370000,36072,18036,41832,20916
愛知,26,380000,370000,395000,38076,19038,44156,22078
愛知,27,410000,395000,425000,41082,20541,47642,23821
愛知,28,440000,425000,455000,44088,22044,51128,25564
愛知,29,470000,455000,485000,47094,23547,54614,27307
愛知,30,500000,485000,515000,50100,25050,58100,29050
愛知,31,530000,515000,545000,53106,26553,61586,30793
愛知,32,560000,545000,575000,56112,28056,65072,32536
愛知,33,590000,575000,605000,59118,29559,68558,34279
愛知,34,620000,605000,635000,62124,31062,72044,36022
愛知,35,650000,635000,665000,65130,32565,75530,37765
愛知,36,680000,665000,695000,68136,34068,79016,39508
愛知,37,710000,695000,730000,71142,35571,82502,41251
愛知,38,750000,730000,770000,75150,37575,87150,43575
愛知,39,790000,770000,810000,79158,39579,91798,45899
愛知,40,830000,810000,855000,83166,41583,96446,48223
愛知,41,880000,855000,905000,88176,44088,102256,51128
愛知,42,930000,905000,955000,93186,46593,108066,54033
愛知,43,980000,955000,1005000,98196,49098,113876,56938
愛知,44,1030000,1005000,1055000,103206,51603,119686,59843
愛知,45,1090000,1055000,1115000,109218,54609,126658,63329
愛知,46,1150000,1115000,1175000,115230,57615,133630,66815
愛知,47,1210000,1175000,1235000,121242,60621,140602,70301
愛知,48,1270000,1235000,1295000,127254,63627,147574,73787
愛知,49,1330000,1295000,1355000,133266,66633,154546,77273
愛知,50,1390000,1355000,NA,139278,69639,161518,80759
三重,1,58000,NA,63000,5765,2883,6693,3347
三重,2,68000,63000,73000,6759,3380,7847,3924
三重,3,78000,73000,83000,7753,3877,9001,4501
三重,4,88000,83000,93000,8747,4374,10155,5078
三重,5,98000,93000,101000,9741,4871,11309,5655
三重,6,104000,101000,107000,10338,5169,12002,6001
三重,7,110000,107000,114000,10934,5467,12694,6347
三重,8,118000,114000,122000,11729,5865,13617,6809
三重,9,126000,122000,130000,12524,6262,14540,7270
三重,10,134000,130000,138000,13320,6660,15464,7732
三重,11,142000,138000,146000,14115,7057,16387,8193
三重,12,150000,146000,155000,14910,7455,17310,8655
三重,13,160000,155000,165000,15904,7952,18464,9232
三重,14,170000,165000,175000,16898,8449,19618,9809
三重,15,180000,175000,185000,17892,8946,20772,10386
三重,16,190000,185000,195000,18886,9443,21926,10963
三重,17,200000,195000,210000,19880,9940,23080,11540
三重,18,220000,210000,230000,21868,10934,25388,12694
三重,19,240000,230000,250000,23856,11928,27696,13848
三重,20,260000,250000,270000,25844,12922,30004,15002
三重,21,280000,270000,290000,27832,13916,32312,16156
三重,22,300000,290000,310000,29820,14910,34620,17310
三重,23,320000,310000,330000,31808,15904,36928,18464
三重,24,340000,330000,350000,33796,16898,39236,19618
三重,25,360000,350000,370000,35784,17892,41544,20772
三重,26,380000,370000,395000,37772,18886,43852,21926
三重,27,410000,395000,425000,40754,20377,47314,23657
三重,28,440000,425000,455000,43736,21868,50776,25388
三重,29,470000,455000,485000,46718,23359,54238,27119
三重,30,500000,485000,515000,49700,24850,57700,28850
三重,31,530000,515000,545000,52682,26341,61162,30581
三重,32,560000,545000,575000,55664,27832,64624,32312
三重,33,590000,575000,605000,58646,29323,68086,34043
三重,34,620000,605000,635000,61628,30814,71548,35774
三重,35,650000,635000,665000,64610,32305,75010,37505
三重,36,680000,665000,695000,67592,33796,78472,39236
三重,37,710000,695000,730000,70574,35287,81934,40967
三重,38,750000,730000,770000,74550,37275,86550,43275
三重,39,790000,770000,810000,78526,39263,91166,45583
三重,40,830000,810000,855000,82502,41251,95782,47891
三重,41,880000,855000,905000,87472,43736,101552,50776
三重,42,930000,905000,955000,92442,46221,107322,53661
三重,43,980000,955000,1005000,97412,48706,113092,56546
三重,44,1030000,1005000,1055000,102382,51191,118862,59431
三重,45,1090000,1055000,1115000,108346,54173,125786,62893
三重,46,1150000,1115000,1175000,114310,57155,132710,66355
三重,47,1210000,1175000,1235000,120274,60137,139634,69817
三重,48,1270000,1235000,1295000,126238,63119,146558,73279
三重,49,1330000,1295000,1355000,132202,66101,153482,76741
三重,50,1390000,1355000,NA,138166,69083,160406,80203
滋賀,1,58000,NA,63000,5736,2868,6664,3332
滋賀,2,68000,63000,73000,6725,3363,7813,3907
滋賀,3,78000,73000,83000,7714,3857,8962,4481
滋賀,4,88000,83000,93000,8703,4352,10111,5056
滋賀,5,98000,93000,101000,9692,4846,11260,5630
滋賀,6,104000,101000,107000,10286,5143,11950,5975
滋賀,7,110000,107000,114000,10879,5440,12639,6320
滋賀,8,118000,114000,122000,11670,5835,13558,6779
滋賀,9,126000,122000,130000,12461,6231,14477,7239
滋賀,10,134000,130000,138000,13253,6626,15397,7698
滋賀,11,142000,138000,146000,14044,7022,16316,8158
滋賀,12,150000,146000,155000,14835,7418,17235,8618
滋賀,13,160000,155000,165000,15824,7912,18384,9192
滋賀,14,170000,165000,175000,16813,8406,19533,9766
滋賀,15,180000,175000,185000,17802,8901,20682,10341
滋賀,16,190000,185000,195000,18791,9396,21831,10916
滋賀,17,200000,195000,210000,19780,9890,22980,11490
滋賀,18,220000,210000,230000,21758,10879,25278,12639
滋賀,19,240000,230000,250000,23736,11868,27576,13788
滋賀,20,260000,250000,270000,25714,12857,29874,14937
滋賀,21,280000,270000,290000,27692,13846,32172,16086
滋賀,22,300000,290000,310000,29670,14835,34470,17235
滋賀,23,320000,310000,330000,31648,15824,36768,18384
滋賀,24,340000,330000,350000,33626,16813,39066,19533
滋賀,25,360000,350000,370000,35604,17802,41364,20682
滋賀,26,380000,370000,395000,37582,18791,43662,21831
滋賀,27,410000,395000,425000,40549,20274,47109,23554
滋賀,28,440000,425000,455000,43516,21758,50556,25278
滋賀,29,470000,455000,485000,46483,23242,54003,27002
滋賀,30,500000,485000,515000,49450,24725,57450,28725
滋賀,31,530000,515000,545000,52417,26208,60897,30448
滋賀,32,560000,545000,575000,55384,27692,64344,32172
滋賀,33,590000,575000,605000,58351,29176,67791,33896
滋賀,34,620000,605000,635000,61318,30659,71238,35619
滋賀,35,650000,635000,665000,64285,32142,74685,37342
滋賀,36,680000,665000,695000,67252,33626,78132,39066
滋賀,37,710000,695000,730000,70219,35110,81579,40790
滋賀,38,750000,730000,770000,74175,37088,86175,43088
滋賀,39,790000,770000,810000,78131,39066,90771,45386
滋賀,40,830000,810000,855000,82087,41044,95367,47684
滋賀,41,880000,855000,905000,87032,43516,101112,50556
滋賀,42,930000,905000,955000,91977,45988,106857,53428
滋賀,43,980000,955000,1005000,96922,48461,112602,56301
滋賀,44,1030000,1005000,1055000,101867,50934,118347,59174
滋賀,45,1090000,1055000,1115000,107801,53900,125241,62620
滋賀,46,1150000,1115000,1175000,113735,56868,132135,66068
滋賀,47,1210000,1175000,1235000,119669,59834,139029,69514
滋賀,48,1270000,1235000,1295000,125603,62802,145923,72962
滋賀,49,1330000,1295000,1355000,131537,65768,152817,76408
滋賀,50,1390000,1355000,NA,137471,68736,159711,79856
京都,1,58000,NA,63000,5875,2938,6803,3402
京都,2,68000,63000,73000,6888,3444,7976,3988
京都,3,78000,73000,83000,7901,3951,9149,4575
京都,4,88000,83000,93000,8914,4457,10322,5161
京都,5,98000,93000,101000,9927,4964,11495,5748
京都,6,104000,101000,107000,10535,5268,12199,6100
京都,7,110000,107000,114000,11143,5572,12903,6452
京都,8,118000,114000,122000,11953,5977,13841,6921
京都,9,126000,122000,130000,12764,6382,14780,7390
京都,10,134000,130000,138000,13574,6787,15718,7859
京都,11,142000,138000,146000,14385,7192,16657,8328
京都,12,150000,146000,155000,15195,7598,17595,8798
京都,13,160000,155000,165000,16208,8104,18768,9384
京都,14,170000,165000,175000,17221,8610,19941,9970
京都,15,180000,175000,185000,18234,9117,21114,10557
京都,16,190000,185000,195000,19247,9624,22287,11144
京都,17,200000,195000,210000,20260,10130,23460,11730
京都,18,220000,210000,230000,22286,11143,25806,12903
京都,19,240000,230000,250000,24312,12156,28152,14076
京都,20,260000,250000,270000,26338,13169,30498,15249
京都,21,280000,270000,290000,28364,14182,32844,16422
京都,22,300000,290000,310000,30390,15195,35190,17595
京都,23,320000,310000,330000,32416,16208,37536,18768
京都,24,340000,330000,350000,34442,17221,39882,19941
京都,25,360000,350000,370000,36468,18234,42228,21114
京都,26,380000,370000,395000,38494,19247,44574,22287
京都,27,410000,395000,425000,41533,20766,48093,24046
京都,28,440000,425000,455000,44572,22286,51612,25806
京都,29,470000,455000,485000,47611,23806,55131,27566
京都,30,500000,485000,515000,50650,25325,58650,29325
京都,31,530000,515000,545000,53689,26844,62169,31084
京都,32,560000,545000,575000,56728,28364,65688,32844
京都,33,590000,575000,605000,59767,29884,69207,34604
京都,34,620000,605000,635000,62806,31403,72726,36363
京都,35,650000,635000,665000,65845,32922,76245,38122
京都,36,680000,665000,695000,68884,34442,79764,39882
京都,37,710000,695000,730000,71923,35962,83283,41642
京都,38,750000,730000,770000,75975,37988,87975,43988
京都,39,790000,770000,810000,80027,40014,92667,46334
京都,40,830000,810000,855000,84079,42040,97359,48680
京都,41,880000,855000,905000,89144,44572,103224,51612
京都,42,930000,905000,955000,94209,47104,109089,54544
京都,43,980000,955000,1005000,99274,49637,114954,57477
京都,44,1030000,1005000,1055000,104339,52170,120819,60410
京都,45,1090000,1055000,1115000,110417,55208,127857,63928
京都,46,1150000,1115000,1175000,116495,58248,134895,67448
京都,47,1210000,1175000,1235000,122573,61286,141933,70966
京都,48,1270000,1235000,1295000,128651,64326,148971,74486
京都,49,1330000,1295000,1355000,134729,67364,156009,78004
京都,50,1390000,1355000,NA,140807,70404,163047,81524
大阪,1,58000,NA,63000,5997,2999,6925,3463
大阪,2,68000,63000,73000,7031,3516,8119,4060
大阪,3,78000,73000,83000,8065,4033,9313,4657
大阪,4,88000,83000,93000,9099,4550,10507,5254
大阪,5,98000,93000,101000,10133,5067,11701,5851
大阪,6,104000,101000,107000,10754,5377,12418,6209
大阪,7,110000,107000,114000,11374,5687,13134,6567
大阪,8,118000,114000,122000,12201,6101,14089,7045
大阪,9,126000,122000,130000,13028,6514,15044,7522
大阪,10,134000,130000,138000,13856,6928,16000,8000
大阪,11,142000,138000,146000,14683,7341,16955,8477
大阪,12,150000,146000,155000,15510,7755,17910,8955
大阪,13,160000,155000,165000,16544,8272,19104,9552
大阪,14,170000,165000,175000,17578,8789,20298,10149
大阪,15,180000,175000,185000,18612,9306,21492,10746
大阪,16,190000,185000,195000,19646,9823,22686,11343
大阪,17,200000,195000,210000,20680,10340,23880,11940
大阪,18,220000,210000,230000,22748,11374,26268,13134
大阪,19,240000,230000,250000,24816,12408,28656,14328
大阪,20,260000,250000,270000,26884,13442,31044,15522
大阪,21,280000,270000,290000,28952,14476,33432,16716
大阪,22,300000,290000,310000,31020,15510,35820,17910
大阪,23,320000,310000,330000,33088,16544,38208,19104
大阪,24,340000,330000,350000,35156,17578,40596,20298
大阪,25,360000,350000,370000,37224,18612,42984,21492
大阪,26,380000,370000,395000,39292,19646,45372,22686
大阪,27,410000,395000,425000,42394,21197,48954,24477
大阪,28,440000,425000,455000,45496,22748,52536,26268
大阪,29,470000,455000,485000,48598,24299,56118,28059
大阪,30,500000,485000,515000,51700,25850,59700,29850
大阪,31,530000,515000,545000,54802,27401,63282,31641
大阪,32,560000,545000,575000,57904,28952,66864,33432
大阪,33,590000,575000,605000,61006,30503,70446,35223
大阪,34,620000,605000,635000,64108,32054,74028,37014
大阪,35,650000,635000,665000,67210,33605,77610,38805
大阪,36,680000,665000,695000,70312,35156,81192,40596
大阪,37,710000,695000,730000,73414,36707,84774,42387
大阪,38,750000,730000,770000,77550,38775,89550,44775
大阪,39,790000,770000,810000,81686,40843,94326,47163
大阪,40,830000,810000,855000,85822,42911,99102,49551
大阪,41,880000,855000,905000,90992,45496,105072,52536
大阪,42,930000,905000,955000,96162,48081,111042,55521
大阪,43,980000,955000,1005000,101332,50666,117012,58506
大阪,44,1030000,1005000,1055000,106502,53251,122982,61491
大阪,45,1090000,1055000,1115000,112706,56353,130146,65073
大阪,46,1150000,1115000,1175000,118910,59455,137310,68655
大阪,47,1210000,1175000,1235000,125114,62557,144474,72237
大阪,48,1270000,1235000,1295000,131318,65659,151638,75819
大阪,49,1330000,1295000,1355000,137522,68761,158802,79401
大阪,50,1390000,1355000,NA,143726,71863,165966,82983
兵庫,1,58000,NA,63000,5904,2952,6832,3416
兵庫,2,68000,63000,73000,6922,3461,8010,4005
兵庫,3,78000,73000,83000,7940,3970,9188,4594
兵庫,4,88000,83000,93000,8958,4479,10366,5183
兵庫,5,98000,93000,101000,9976,4988,11544,5772
兵庫,6,104000,101000,107000,10587,5294,12251,6126
兵庫,7,110000,107000,114000,11198,5599,12958,6479
兵庫,8,118000,114000,122000,12012,6006,13900,6950
兵庫,9,126000,122000,130000,12827,6413,14843,7421
兵庫,10,134000,130000,138000,13641,6821,15785,7893
兵庫,11,142000,138000,146000,14456,7228,16728,8364
兵庫,12,150000,146000,155000,15270,7635,17670,8835
兵庫,13,160000,155000,165000,16288,8144,18848,9424
兵庫,14,170000,165000,175000,17306,8653,20026,10013
兵庫,15,180000,175000,185000,18324,9162,21204,10602
兵庫,16,190000,185000,195000,19342,9671,22382,11191
兵庫,17,200000,195000,210000,20360,10180,23560,11780
兵庫,18,220000,210000,230000,22396,11198,25916,12958
兵庫,19,240000,230000,250000,24432,12216,28272,14136
兵庫,20,260000,250000,270000,26468,13234,30628,15314
兵庫,21,280000,270000,290000,28504,14252,32984,16492
兵庫,22,300000,290000,310000,30540,15270,35340,17670
兵庫,23,320000,310000,330000,32576,16288,37696,18848
兵庫,24,340000,330000,350000,34612,17306,40052,20026
兵庫,25,360000,350000,370000,36648,18324,42408,21204
兵庫,26,380000,370000,395000,38684,19342,44764,22382
兵庫,27,410000,395000,425000,41738,20869,48298,24149
兵庫,28,440000,425000,455000,44792,22396,51832,25916
兵庫,29,470000,455000,485000,47846,23923,55366,27683
兵庫,30,500000,485000,515000,50900,25450,58900,29450
兵庫,31,530000,515000,545000,53954,26977,62434,31217
兵庫,32,560000,545000,575000,57008,28504,65968,32984
兵庫,33,590000,575000,605000,60062,30031,69502,34751
兵庫,34,620000,605000,635000,63116,31558,73036,36518
兵庫,35,650000,635000,665000,66170,33085,76570,38285
兵庫,36,680000,665000,695000,69224,34612,80104,40052
兵庫,37,710000,695000,730000,72278,36139,83638,41819
兵庫,38,750000,730000,770000,76350,38175,88350,44175
兵庫,39,790000,770000,810000,80422,40211,93062,46531
兵庫,40,830000,810000,855000,84494,42247,97774,48887
兵庫,41,880000,855000,905000,89584,44792,103664,51832
兵庫,42,930000,905000,955000,94674,47337,109554,54777
兵庫,43,980000,955000,1005000,99764,49882,115444,57722
兵庫,44,1030000,1005000,1055000,104854,52427,121334,60667
兵庫,45,1090000,1055000,1115000,110962,55481,128402,64201
兵庫,46,1150000,1115000,1175000,117070,58535,135470,67735
兵庫,47,1210000,1175000,1235000,123178,61589,142538,71269
兵庫,48,1270000,1235000,1295000,129286,64643,149606,74803
兵庫,49,1330000,1295000,1355000,135394,67697,156674,78337
兵庫,50,1390000,1355000,NA,141502,70751,163742,81871
奈良,1,58000,NA,63000,5928,2964,6856,3428
奈良,2,68000,63000,73000,6950,3475,8038,4019
奈良,3,78000,73000,83000,7972,3986,9220,4610
奈良,4,88000,83000,93000,8994,4497,10402,5201
奈良,5,98000,93000,101000,10016,5008,11584,5792
奈良,6,104000,101000,107000,10629,5314,12293,6146
奈良,7,110000,107000,114000,11242,5621,13002,6501
奈良,8,118000,114000,122000,12060,6030,13948,6974
奈良,9,126000,122000,130000,12877,6439,14893,7447
奈良,10,134000,130000,138000,13695,6847,15839,7919
奈良,11,142000,138000,146000,14512,7256,16784,8392
奈良,12,150000,146000,155000,15330,7665,17730,8865
奈良,13,160000,155000,165000,16352,8176,18912,9456
奈良,14,170000,165000,175000,17374,8687,20094,10047
奈良,15,180000,175000,185000,18396,9198,21276,10638
奈良,16,190000,185000,195000,19418,9709,22458,11229
奈良,17,200000,195000,210000,20440,10220,23640,11820
奈良,18,220000,210000,230000,22484,11242,26004,13002
奈良,19,240000,230000,250000,24528,12264,28368,14184
奈良,20,260000,250000,270000,26572,13286,30732,15366
奈良,21,280000,270000,290000,28616,14308,33096,16548
奈良,22,300000,290000,310000,30660,15330,35460,17730
奈良,23,320000,310000,330000,32704,16352,37824,18912
奈良,24,340000,330000,350000,34748,17374,40188,20094
奈良,25,360000,350000,370000,36792,18396,42552,21276
奈良,26,380000,370000,395000,38836,19418,44916,22458
奈良,27,410000,395000,425000,41902,20951,48462,24231
奈良,28,440000,425000,455000,44968,22484,52008,26004
奈良,29,470000,455000,485000,48034,24017,55554,27777
奈良,30,500000,485000,515000,51100,25550,59100,29550
奈良,31,530000,515000,545000,54166,27083,62646,31323
奈良,32,560000,545000,575000,57232,28616,66192,33096
奈良,33,590000,575000,605000,60298,30149,69738,34869
奈良,34,620000,605000,635000,63364,31682,73284,36642
奈良,35,650000,635000,665000,66430,33215,76830,38415
奈良,36,680000,665000,695000,69496,34748,80376,40188
奈良,37,710000,695000,730000,72562,36281,83922,41961
奈良,38,750000,730000,770000,76650,38325,88650,44325
奈良,39,790000,770000,810000,80738,40369,93378,46689
奈良,40,830000,810000,855000,84826,42413,98106,49053
奈良,41,880000,855000,905000,89936,44968,104016,52008
奈良,42,930000,905000,955000,95046,47523,109926,54963
奈良,43,980000,955000,1005000,100156,50078,115836,57918
奈良,44,1030000,1005000,1055000,105266,52633,121746,60873
奈良,45,1090000,1055000,1115000,111398,55699,128838,64419
奈良,46,1150000,1115000,1175000,117530,58765,135930,67965
奈良,47,1210000,1175000,1235000,123662,61831,143022,71511
奈良,48,1270000,1235000,1295000,129794,64897,150114,75057
奈良,49,1330000,1295000,1355000,135926,67963,157206,78603
奈良,50,1390000,1355000,NA,142058,71029,164298,82149
和歌山,1,58000,NA,63000,5800,2900,6728,3364
和歌山,2,68000,63000,73000,6800,3400,7888,3944
和歌山,3,78000,73000,83000,7800,3900,9048,4524
和歌山,4,88000,83000,93000,8800,4400,10208,5104
和歌山,5,98000,93000,101000,9800,4900,11368,5684
和歌山,6,104000,101000,107000,10400,5200,12064,6032
和歌山,7,110000,107000,114000,11000,5500,12760,6380
和歌山,8,118000,114000,122000,11800,5900,13688,6844
和歌山,9,126000,122000,130000,12600,6300,14616,7308
和歌山,10,134000,130000,138000,13400,6700,15544,7772
和歌山,11,142000,138000,146000,14200,7100,16472,8236
和歌山,12,150000,146000,155000,15000,7500,17400,8700
和歌山,13,160000,155000,165000,16000,8000,18560,9280
和歌山,14,170000,165000,175000,17000,8500,19720,9860
和歌山,15,180000,175000,185000,18000,9000,20880,10440
和歌山,16,190000,185000,195000,19000,9500,22040,11020
和歌山,17,200000,195000,210000,20000,10000,23200,11600
和歌山,18,220000,210000,230000,22000,11000,25520,12760
和歌山,19,240000,230000,250000,24000,12000,27840,13920
和歌山,20,260000,250000,270000,26000,13000,30160,15080
和歌山,21,280000,270000,290000,28000,14000,32480,16240
和歌山,22,300000,290000,310000,30000,15000,34800,17400
和歌山,23,320000,310000,330000,32000,16000,37120,18560
和歌山,24,340000,330000,350000,34000,17000,39440,19720
和歌山,25,360000,350000,370000,36000,18000,41760,20880
和歌山,26,380000,370000,395000,38000,19000,44080,22040
和歌山,27,410000,395000,425000,41000,20500,47560,23780
和歌山,28,440000,425000,455000,44000,22000,51040,25520
和歌山,29,470000,455000,485000,47000,23500,54520,27260
和歌山,30,500000,485000,515000,50000,25000,58000,29000
和歌山,31,530000,515000,545000,53000,26500,61480,30740
和歌山,32,560000,545000,575000,56000,28000,64960,32480
和歌山,33,590000,575000,605000,59000,29500,68440,34220
和歌山,34,620000,605000,635000,62000,31000,71920,35960
和歌山,35,650000,635000,665000,65000,32500,75400,37700
和歌山,36,680000,665000,695000,68000,34000,78880,39440
和歌山,37,710000,695000,730000,71000,35500,82360,41180
和歌山,38,750000,730000,770000,75000,37500,87000,43500
和歌山,39,790000,770000,810000,79000,39500,91640,45820
和歌山,40,830000,810000,855000,83000,41500,96280,48140
和歌山,41,880000,855000,905000,88000,44000,102080,51040
和歌山,42,930000,905000,955000,93000,46500,107880,53940
和歌山,43,980000,955000,1005000,98000,49000,113680,56840
和歌山,44,1030000,1005000,1055000,103000,51500,119480,59740
和歌山,45,1090000,1055000,1115000,109000,54500,126440,63220
和歌山,46,1150000,1115000,1175000,115000,57500,133400,66700
和歌山,47,1210000,1175000,1235000,121000,60500,140360,70180
和歌山,48,1270000,1235000,1295000,127000,63500,147320,73660
和歌山,49,1330000,1295000,1355000,133000,66500,154280,77140
和歌山,50,1390000,1355000,NA,139000,69500,161240,80620
鳥取,1,58000,NA,63000,5614,2807,6542,3271
鳥取,2,68000,63000,73000,6582,3291,7670,3835
鳥取,3,78000,73000,83000,7550,3775,8798,4399
鳥取,4,88000,83000,93000,8518,4259,9926,4963
鳥取,5,98000,93000,101000,9486,4743,11054,5527
鳥取,6,104000,101000,107000,10067,5034,11731,5866
鳥取,7,110000,107000,114000,10648,5324,12408,6204
鳥取,8,118000,114000,122000,11422,5711,13310,6655
鳥取,9,126000,122000,130000,12197,6098,14213,7106
鳥取,10,134000,130000,138000,12971,6486,15115,7558
鳥取,11,142000,138000,146000,13746,6873,16018,8009
鳥取,12,150000,146000,155000,14520,7260,16920,8460
